OnHold	Id	Prewords	Keywords	Paraphrase	Example	Origin	References	Comment
	87100		sell (one) short	underestimate (one)	You are always selling yourself short. You’re better at this than you think.	stock market?		
**	87200		sell by date (or sell-by date)					
	87300		set the bar high	establish a demanding standard	Andy set the bar too high this time. None of his students passed the quiz.	Alludes to to high-jumping in track and field, where a higher bar makes the jump harder.	[ { "id": "44300", "text": "a high bar" }, { "id": "57300", "text": "a low bar" }, { "id": "87400", "text": "set the bar low" } ]	
	87400		set the bar low	establish an undemanding standard	Andy set the bar too low this time. Every one of his students aced the quiz.	Alludes to to high-jumping in track and field, where a lower bar makes the jump easier.	[ { "id": "44300", "text": "a high bar" }, { "id": "57300", "text": "a low bar" }, { "id": "87300", "text": "set the bar high" } ]	
**	87500		set up shop					
	87600		shelf life	useful lifetime	I’ve used these skis for 4 seasons and they have definitely exceeded their shelf life.	Alludes to the length of time perishable products remain available for sale (on the shelf).		
	87700	a	shell game	a strategy of misdirection	Andy keeps telling us different stories. He seems to be running a shell game.	Alludes to the ancient gambling game where a person shuffles a pea around under 3 shells while another person attempts to follow the action and identify where the ball ends up.		
	87800		shell shocked (or shell-shocked)	suffering from a barrage of unfortunate events	I’m a bit shell shocked. The exams were much more difficult than I expected.	Alludes to the phenomenon of soldiers being psychologically battered by being under sustained artillery fire.		
**	87900	that	ship has sailed					
	88000	a	shit storm		When she found out Andy was dating someone else, it was a real shit storm.			
	88100		shoot (one’s) wad	exhaust (one)’s resources	I shot my wad on those first few hills. I have no energy left for any more.	Alludes to forgetting in the heat of battle to insert a bullet into a muzzle-loading rifle and so shooting only the wad that goes in before the bullet.		
	88200		shoot (oneself) in the foot	mistakenly damage (oneself)	Andy shot herself in the foot with her last argument.	Alludes to the practice of avoiding military service by \		
	88300		shoot the shit	engage in small talk	We’re just shooting the shit. There’s nothing important going on here.			
	88400		short shrift	insufficient attention	I tried to present my case to the professor,  but she gave me short shrift.	Alludes to shrift, the Catholic practice where a priest hears a confession and absolves the confessor, a ritual that historically could be shortened for condemned criminals.		
	88500	a	shot across the bow	a warning	This letter is only a shot across our bow, but we should take it seriously.	Alludes to the naval practice of one ship shooting across another’s bow as a warning before more serious action is taken.		
	88600		shot in the arm	infusion of energy	The initial positive feedback was a real shot in the arm for me.	Alludes to the medical practice of giving shots of medicines or vaccines in the upper arm.		
	88700		shove off	go away	Shove off, buddy. You have no business in this conversation.	Alludes to the naval use of the phrase to indicate a ship leaving the pier.		
	88800		shove off	leave	The car’s all packed. Let’s shove off.			
	88900		show (or fly) false colors	misrepresent oneself	Andy’s been showing false colors, just pretending to be in favor of our plan.	Alludes to the historical practice of warships or pirate ships flying a false flag to misidentify themselves.	[ { "id": "104900", "text": "true colors" } ]	
	89000		shrinking violet	timid person	Andy’s no shrinking violet, so you’ll find out what he thinks of this idea.			
**	89100		sick as a dog	extremely sick				
	89200		silver bullet	quick and easy solution	There’s no silver bullet. We just need to investigate all the options.	Alludes to the 1950s TV show <b><i>The Lone Ranger</i></b> where the hero always left a silver bullet behind after his exploits as his <i>calling card</i>.	[ { "id": "54100", "text": "left (one’s) calling card" } ]	
	89300		sing the same tune	tell the same story	The kids are all singing the same tune. They don’t know how the fender got a dent in it.			Can imply a false or prearranged story.
**	89400		siren song	enticing trap				
	89500		sit (something) out	not participate	You two go ahead to the opening. I’m going to sit this one out.	Alludes to dancing, where the phrase refers to a person not participating. 		
	89600	a	sitting duck	an easy target	Andy is a sitting duck out there, but no one’s stepping forward to support her.	Alludes to hunting, where a duck on the ground or in the water is easy to shoot.		
	89700		skate on thin ice	engage in risky behavior	You’re already skating on thin ice. You need to do all the remaining assignments to get a decent grade.	Alludes to the danger posed by venturing onto a lake that is not completely frozen.		
	89800	the	skeletons in the closet	the shameful secrets	I don’t know what the skeletons in the closet are, but they’re awfully tight-lipped about their history.	Alludes to probably apocryphal story of a murderer hiding their victim in a closet.		
	89900		skin in the game	stake at risk	I don’t care whose idea we adopt. I have no skin in the game.			
	90000	the	sky is falling	there’s impending disaster	This is certainly a setback, but I don’t think the sky is falling quite yet.	Alludes to the folk tale of Chicken Little, who believes the sky is falling  and sets out to alert the world after an acorn falls on its head.		
	90100	a	slam dunk	guaranteed success	That test should have been a slam dunk for me, but there were some very tricky questions on it.	Alludes to basketball, where the phrase means a certain two points when a player forcefully throws the ball down into the basket.		
	90200	a	slap on the wrist	a disproportionately minor punishment	They seriously violated some safety regulations but all they got was a slap on the wrist.			
**	90300		sleeping with the fishes	murdered		Alludes to the possibly apocryphal myth of gangsters disposing of bodies by submerging them in rivers or the ocean.		
	90400		slippery as a greased pig	impossible to capture	You can try to get a straight answer from him, but he’s slippery as a greased pig.	Alludes to the contest sometimes staged a county fairs where contestants try to catch a pig coated with vegetable or mineral oil.		
	90500		slow out of the gate	slow to get started	Andy was slow out of the gate, so now she has to rush her work.	Alludes to to horse racing, where the horses begin behind a gate that releases, freeing them to start the race.		
	90600	a	slush fund	covert stash of cash	I’ve been regularly putting a little bit of my salary into a slush fund for just such little luxuries.	Alludes to the nautical practice in which a ship’s cook sold the extra fat or grease (the \		
**	90700		smack dab in the middle					
**	90800		small beer	insignificant				
**	90900		small fry	insignificant person		fishing		
**	91000		small potatoes	insignificant				
**	91100		smell a rat					
	91200		smell blood	sense weakness	The reporters smell blood now. They will not let this story go without some answers.	Alludes to the capacity of sharks and other scavengers to smell blood at a distance and come to partake of the carcass. 		Sometimes followed by \
	91300		smoke and mirrors	tricks	Their software is all smoke and mirrors.	Alludes to the practice of magicians to use smoke, mirrors, and other distractions to mask their trickery.		
	91400		smoke test	test of basic functionality	I’m surprised that our latest version didn’t pass the smoke test.	Alludes to a basic test in plumbing to inject smoke into a system of pipes to determine if it leaks.		
	91500		smoking gun	absolute proof	We all know that Andy is cheating somehow, but so far we have no smoking gun.			
	91600		snake oil	false promises	Andy’s a real snake oil salesman. You can’t take him at his word.	Alludes to the historic practice of selling the oil of the Chinese Water Snake to treat joint pain, a practice that in the historic American West became highly fraudulent over time.		
**	91700		snow job	exaggerated flattery				
	91800	a	soap opera	an exaggerated drama	There’s so much angst about who’s going with whom to the prom. We have a real soap opera going on.	Alludes to the ubiquitous American daytime TV shows in which the focus is on interpersonal drama.		
**	91900		soft shoe	light touch [without real substance]; avoidance of substance				
	92000		something is rotten in Denmark	something is seriously wrong	They appear to be doing well, but something is rotten in Denmark.	Alludes to a quote in the Shakespearen play <b><i>Hamlet</i></b>.		
	92100		something up (one’s) sleeve	a secret plan	Andy has something up her sleeve. She’s being very coy about her plans.	Alludes to the possibility of cheating at cards by hiding cards up one’s sleeve.		
**	92200		son of a gun			begat in the galley, born under a gun		
	92300		soup-to-nuts (or soup to nuts)	complete	Unlike our competitors, we offer a soup-to-nuts solution.			
	92400		sour grapes	attribution of undesirability to something unobtainable	Andy claims she doesn’t really want to go to the dance, but I think that’s just sour grapes because she wasn’t invited.	Alludes to Aesop’s fable about the fox who, when he couldn’t jump high enough to reach some grapes, decided that they were probably sour anyway.		
	92500		speak (or speaking) of the devil	speak of (someone)	Speak of the devil, Andy just arrived.			Only used when having just mentioned the person in question.
	92600	a 	spear carrier	an unimportant underling	Andy doesn’t ever do anything on his own initiative. He’s just a spear carrier for the board.	Probably alludes to the front-line, low-ranking soldiers in ancient armies who were armed primarily with spears.		
	92700		spill the beans	reveal the secret	You didn’t spill the beans, did you? This is supposed to be a surprise party!			
	92800		spin (one’s) wheels	act futilely	I think we’re just spinning our wheels here. We need a new approach.	Obviously alludes to the tendency of wheels to spin when a vehicle is trying to gain traction in snow or mud.		
**	92900		spit-and-polish (or spit and polish)	obsessive about following rules		military		
	93000		sprinkle pixie dust	supply a magical solution	Sorry, I have no pixie dust to sprinkle on your dilemma.	Alludes to the magical powers attributed to the glittering dust particles emanating from the magic wand of fairies, particularly the Disney character Tinkerbell.		
	93100	a	squeeze play	a tight situation	Between the demands of his job and the needs of his family, Andy’s caught in a real squeeze play.	Though other uses are known, probably alludes to the play in baseball where the batter hits a sacrifice bunt to allow the runner on third base to score. 		
	93200	a	stacked deck	an unfair setup	Andy really wants the job, but he’s facing a stacked deck.	Alludes to poker and other card games, where advantage can be gained by prearranging the deck.		
	93300		stake a claim	claim ownership	I’m staking a claim to at least one piece of that cake.	Alludes to the historical practice in mining of placing stakes around an area to mark a claim.		
**	93400		stalking horse	trial proposal	This scheme is really just a stalking horse. I’m trying to gauge people’s reactions.	Alludes to the historical practice of a hunter hiding behind a horse to get closer to quarry, particularly wildfowl.		
	93500		stand (one’s) ground	hold (one’s) position	I’ve compromised enough in this negotiation. I’m ready to stand my ground.	Alludes to one side in an armed conflict refusing to yield a position.		
	93600		start (or open) the bidding	initiate the action	I’m happy to start the bidding. I’d like to go to Yellowstone for our vacation.	Alludes to auctions and some card games, where the action is initiated when one party makes the first bid.		
	93700		start from scratch	start at the beginning	Nothing has been done on this project yet. We’re starting from scratch.	Alludes to the line indicating the start of a race.		
	93800		stay the course	adhere to the plan	We need to stay the course regardless of the setbacks.	Possibly alludes to horses having the stamina to remain on the course of a racetrack.		
	93900		stay tuned	be alert for further news	No, Andy hasn’t asked her to marry him yet, but stay tuned.	Alludes to the phrase used in radio news broadcasting to encourage listeners to remain on the station for further developments.		
	94000		steal (one’s) thunder	eclipse (one’s) idea	Andy has been developing his patent application for months, but another company stole his thunder.	Alludes to the eighteenth-century invention of a mechanism for making the sound of thunder in a play, which the inventor claimed was stolen for use in another play.		Can imply that the idea is stolen.
	94100		steal a march	secretly gain an advantage	If we’re not attentive, they could steal a march on us.	Alludes to an army quietly marching to a new position of advantage on a battlefield.		
	94200		stem the tide	limit the damage	We are losing too many sales. It’s time to stem the tide.			
**	94300		step on it	go at maximum speed				
	94400		step up (one’s) game	operate at a higher level	Andy needs to step up her game if she wants that promotion.			
	94500		step up to the plate	volunteer for a needed role	Andy really stepped up to the plate for us, so we need to show our appreciation.	Alludes to baseball, where the batter steps up to home plate to  face the pitcher.		
**	94600		stick in (one’s) craw	irritate exceedingly				
	94700	a	stick in the mud	unconvivial person	Andy is such a stick in the mud, not someone you want at a small dinner party.			
	94800		stick the landing	finish perfectly	I did well in the course but I didn’t quite stick the landing, so I just got an A-.	Alludes to gymnastics and other aerial sports, where the phrase indicates performing a perfect landing.		
	94900		stick to (one’s) guns	maintain (one’s) stance	They’ve tried hard to change his mind, but he’s sticking to his guns.	Alludes to on a soldier remaining in place to fire a gun even when all appears to be lost.		
**	95000		sticky wicket	tricky situation		Alludes to the sport of cricket, where a wicket that dries rapidly after rain is \		
	95100	a	stiff upper lip	a brave front	Andy is actually very disappointed, but she’s maintaining a stiff upper lip.			
	95200		stir the pot	stimulate some activity	The troop is getting pretty complacent. I think we need to stir the pot.			
	95300		stock in trade (or stock-in-trade)	area of expertise	I can handle this. Tuning skis is my stock in trade.	Alludes to the goods kept in stock for carrying on a business or trade.		
**	95400		stock still			from being in the stocks?		
**	95500		stool pigeon	revealer of illicit secrets		Alludes to the historical hunting practice of tying a pigeon to stool to serve as a decoy for other pigeons.		
	95600	the	straight and narrow	the strict rules	I’ve gotten too many demerits. I need to stay on the straight and narrow for the rest of the term.	Alludes to the Biblical phrase \		Usually used with \
	95700		straight from the horse’s mouth	from a knowledgeable source	I know that we’re having a test on Tuesday. I got that straight from the horse’s mouth.	Possibly alludes to the practice of determining the age of a horse by looking in its mouth, or alludes to the notion that a racing tip came straight from one of the racehorses and hence must be reliable.		
	95800	a	strangle hold	an unbreakable grip	Andy has a strangle hold on first place in the tournament. The rest of us are playing for second best.			
**	95900	a	straw man	a misleading substitute	His opponents have created a straw man to attack because his real proposal is completely solid.	Possibly alludes to the use of straw figures as military training dummies. 		
	96000	a	straw man	a preliminary proposal	We’re just sketching out a straw man here. Don’t take it too seriously.	Possibly alludes to the use of straw figures as military training dummies. 		
	96100		strike it rich	acquire something of great value	There’s a tremendous amount of useful information here. I think we’ve struck it rich.			Can imply value that is not financial.
	96300		strike while the iron is hot	act while the opportunity exists	We have waited a long time for this chance. We need to strike while the iron is hot.	Alludes to blacksmithing, where iron can only be worked when it’s hot.		
	96400		stump speech	campaign speech	This is his standard stump speech. I’ve heard it too many times already.	Alludes to the perhaps apocryphal story that early politicians stood on stumps to talk in village centers.		
	96500		suit (one) to a T	be completely satisfactory to (one)	I think this office will suit me to a T.			
**	96600		surgical strike	very precise intervention				
	96700	(one’s)	swan song	final performance	This project is her swan song and she wants to do it right.	Alludes to an ancient and unsubstantiated belief that swans sing a lovely song on dying.		
	96800		sweat bullets	be extremely apprehensive	Andy’s sweating bullets. She finds out today whether she passed the bar exam.			
	96900	a	sweat shop	a very difficult workplace	This place is a real sweat shop. They’re obsessive about work hours, lunches, and coffee breaks.	Alludes to shops or factories in which employees work long hours at low wages under poor conditions.		
	97000		sweep (something) under the rug	ignore (something)	They’ve been sweeping their problems under the rug for months, but the issues are getting too serious to hide any longer.			
	97100	the	sweet spot	the most effective application	I’m getting better at using the new XXXX, but I haven’t quite found the sweet spot yet.	Alludes to idea that there’s a spot on a tennis racquet, a golf club, a baseball bat, etc. that applies force most effectively.		
	97200		sweeten the pot	increase the reward	Andy has several good job offers besides ours, so I think we need to sweeten the pot. 	Alludes to poker and other gambling games, where the phrase indicates adding money to the betting pool.		
	97300		swing for the fences	attempt a decisive action	Andy is not taking any partial measures. He’s swinging for the fences. 	Alludes to baseball, where the phrase indicates a batter swinging for a home run.		
GroupT
	97400	a	tag team	a pair of people coordinating closely	Andy and I are working like a tag team to wear our boss down and get her agreement.	Alludes to wrestling, where the phrase indicates a wrestler in the ring tagging another outside the ring to exchange places.		
	97500		tag-team	coordinate closely	Andy and I are tag-teaming our boss to wear her down and get her agreement.	Alludes to wrestling, where the phrase indicates a wrestler in the ring tagging another outside the ring to exchange places.		
**	97600	the	tail wagging the dog	an unimportant issue taking precedence	This is a case of the tail wagging the dog,  isn’t it? We’ve been responding to the demands of just one customer when we should be looking at our whole strategy.			
	97700		take (one’s) eye off the ball	lose focus	Andy took her eye off the ball, so she didn’t do well on her exam.	Alludes to baseball, tennis, or other sports where a player must hit a ball in motion.		
	97800		take (one) (or (something)) with a grain of salt	discount (one’s) (or (something’s)) significance	Andy can be rather melodramatic. I always take his dramatics with a grain of salt.	Possibly alludes to the ancient discovery of an antidote for a poison where one of the antidote’s ingredients was a bit of salt.		
	97900		take (one) down a peg (or notch)	humble (one)	Andy is way too cocky. Someone should take him down a peg.	Alludes to the historical practice of raising and lowering a ship’s colors through the use of pegs, where lower colors signified less honor.		
	98000		take (one) for a ride	fool (one)	He thinks Andy really cares for him, but she’s taking him for a ride.			
	98100		take (one) to the woodshed	punish (one)	The coach is unhappy with Andy’s attitude, so she’s taking him to the woodshed.	Alludes to the perhaps exaggerated story that children used to be taken to the woodshed for spanking or other corporal punishment.		
**	98200		take (someone) by storm	overwhelm (someone)	She didn’t want to go to the movies, but her children took her by storm.	Alludes to the historical military practice of sending a large formation of soldiers directly against a strong position. 		
	98300		take a different tack	try a different approach	That idea didn’t work very well. We need to take a different tack.	Alludes to sailing, where a tack is when a boat sailing upwind turns its bow into and through the wind so that the direction from which the wind blows changes from one side of the boat to the other.		
	98400		take a powder	leave hurriedly	He couldn’t stand to face her, so he took a powder.	Possibly alludes to the speed and explosive nature of gunpowder.		
	98500		take a rain check	delay acceptance	I can’t make it this evening, so I’ll have to take a rain check.	Alludes to the practice of giving patrons of an event that is canceled due to weather a credit (a \		
	98600		take it on the chin	experience a decisive blow	I wasn’t at all prepared for that meeting and I really took it on the chin.	Alludes to boxing, where a strong blow to the opponent’s chin can be decisive.		
	98700		take no prisoners	act forcefully and unapologetically	After the students went behind her back, the professor was taking no prisoners.	Alludes to the ancient military practice of slaughtering all the opposing forces rather than taking on the burden of managing prisoners.		
	98800		take on water	fail	This project was risky from the beginning and now it’s clearly taking on water.	Alludes to what happens when a boat or ship begins to leak and starts to sink.		
	98900		take the bait	respond to the enticement 	I told him it’s going to be just the two of us having a beer and he took the bait. He’ll be very surprised to see everyone there.	Obviously alludes to fishing or hunting, where bait is used to entice a fish onto a hook or an animal into a trap.		Often implies that an enticement is disguised.
	99000		take the bit in (one’s) teeth	assume control	Andy could see that the group wasn’t making any progress, so she took the bit in her teeth and got everyone back on track.	Alludes to horseback riding, where a horse that gets the bit in its teeth, as opposed to behind them, no longer responds to commands through the reins.		
	99100		take the cake	be utterly unexpected	Doesn’t that take the cake? The lowest ranked team won the tournament.			
	99200		take the gloves off	act without restraint	So far he’s been restrained in his counterarguments, but now he’s ready to take the gloves off.	Possibly alludes to hockey, where players remove their gloves for a serious fight.	[ { "id": "37300", "text": "the gloves are off" } ]	
	99300		take the heat	accept the blame	Andy isn’t really responsible for the problems, but she’s willing to take the heat for the whole group.	Possibly alludes to the use of fire as torture in Medieval Europe.	[ { "id": "45600", "text": "hold (one’s) feet to the fire" } ]	
	99400		take the wind out of (one’s) sails	deflate (one’s) enthusiasm	I hate to take the wind out of your sails, but there are no tickets left for the concert.	Alludes to the technique in racing or naval warfare of positioning one sailing vessel to the windward of another so as to reduce the wind available to the leeward vessel for speed or maneuvering.		
	99500		taken aback	surprised	I was quite taken aback by her criticism.	Alludes to sailing, where the phrase refers to the effect on a vessel of an unexpected contrary wind.		
	99600		tapped out	out of reserves	We’ve been working overtime for days now and we’re all tapped out. We can’t do any more.			
**	99700		tar baby	inescapable entanglement				
	99800		teed up	ready to go	Everything’s teed up. Just let us know when you’d like to start.	Alludes to golf, where one places the ball on a tee to begin each hole.		
	99900		telegraph (one’s) punches	reveal (one’s) intentions	You’re telegraphing your punches. They can always tell what you’re going to try next.	Alludes to boxing, where the phrase indicates that a boxer is inadvertently revealing the direction that his or her punches are coming from.		
**	100000		tell tales out of school	spread rumors or gossip				
**	100100		tell-tale	revealing		nautical		
	100200		that dog won’t hunt	that idea is untenable	I can tell you now that dog won’t hunt. The executives have already turned down similar proposals.	Alludes to the use of dogs in hunting to locate prey.		
	100300		that’s (or it’s) a wrap	it’s complete	OK, team, that’s a wrap. We’ve dealt with every outstanding item.	film		
**	100400		that’s all she wrote	it’s over				
	100500		thick as thieves	very close	Those two have been pals for years. They’re thick as thieves.			
	100600		think outside (or out of) the box	think creatively	None of the usual approaches have worked here. We need to start thinking outside the box.			
	100700	the	third degree	intense interrogation	The student council doesn’t believe his account, so they’re giving Andy the third degree in there.	Alludes to the highest rank in freemasonry, termed the \		
**	100800	the	third rail	forbidden topic		Alludes to the middle rail of an electric railway, which is electrified and dangerous, if not fatal, to touch. 		Typically used in politics
	100900		three sheets to the wind	drunk	We shouldn’t let him drive. He’s three sheets to the wind.	Alludes to the loss of control of a sailing vessels when any of its sheets is loose or \		
	101000		three strikes	all (one’s) chances	You’ve had your three strikes with her, pal. I don’t think she wants to go out with you.	Alludes to baseball, where a batter who gets three strikes is out.		
	101100	a	three-ring (or 3-ring) circus	barely controlled chaos	With those 4 kids, their house is always a 3-ring circus.			
	101200		through the looking glass	into an alternate reality	Andy’s gone through the looking glass with these conspiracy theories.	Alludes to the Lewis Carroll book \		
	101300		through the wringer	through a stressful experience	With handling his father’s death on top of the crisis at this job, Andy’s been through the wringer lately.	Probably alludes to the wringer on a vintage washing machine that was used to squeeze the water out of wet clothes. 		
	101400		throw (one’s) hat in (or into) the ring	declare (one’s) candidacy	Andy doesn’t really want to be president, but we convinced him to throw his hat in the ring.	Alludes to boxing, where historically one issued a challenge by throwing a hat into the ring.		
	101500		throw (one) a curve ball (or change-up)	surprise (one)	The teacher sure threw us a curve ball today. I thought this was supposed to be an easy test.	Alludes to baseball, where a curve ball is one of the trickier pitches to hit.		
	101600		throw (one) a softball	ask (one) an easy question	These reporters are supposed to be tough, but they’re just throwing the mayor softballs.	Alludes to slow-pitch softball, where a pitched ball is relatively easy to hit.		
	101700		throw (one) under the bus	designate (one) for blame	The senator would not take responsibility for the smear campaign, so he threw his most junior aide under the bus instead.			
	101800		throw (oneself) on the mercy of the court	hope for clemency	Andy can’t deny his mistake, so all he can do is throw himself on the mercy of the court.			
	101900		throw in (one’s) hand	quit	I’ve tried and failed several times to get this project approved, so I’m throwing in my hand.	Alludes to to poker, where the phrase refers to folding or resigning from the current hand.		
	102000		throw in the towel	quit	I’ve tried and failed several times to get this project approved, so I’m throwing in the towel.	Alludes to boxing, where a boxer’s manager can concede defeat by throwing a towel into the ring.		
	102100		throw the book at (one)	apply maximum punishment	He’s had his chances to go straight but he’s always failed, and now the judge is throwing the book at him.	Alludes to charging someone in court with every applicable legal offense and applying maximum punishment.		
**	102200		ticker tape parade					
	102300	a	ticking time bomb	an inevitable disaster	Having those two work together on a project is a ticking time bomb.			
**	102400		tide (one) over	get (one) through the immediate difficulty		Probably alludes to ships historically riding the tide when entering or leaving port.		
	102500		tie one on	get very drunk	He really tied one on after Andy broke up with him.			
**	102600		tied to (one’s) mother’s apron strings	overly dependent on (one’s) mother				
	102700		tight (or taut) ship	well-run organization	Andy’s a well-organized manager and she runs a tight ship.	Alludes to a well-maintained sailing vessel, where sheets and stays are all kept taut.		
**	102800		tilt at windmills	attack imaginary targets	Andy tends to see problems where none exist. She’s always tilting at windmills.	Alludes to Miguel Cervantes’ novel \		Can imply that the target is also insurmountable.
**	102900		tin foil hat					
	103000		tip (one’s) hand	reveal (one’s) intentions	If you’re hoping to change her mind, be subtle about it. Don’t tip your hand right away.	Alludes to card games, where it’s a disadvantage to allow one’s opponents to see one’s hand of cards. 		
	103100		to beat the band	to the greatest degree	They’re working to beat the band. I can’t believe how much progress they’ve made.	Alludes to making enough noise to drown out a loud band.		
**	103200		to the hilt	completely		sword fighting		
	103300		tone deaf (or tone-deaf)	oblivious	What a tone deaf remark that was. He offended everyone in the room with that one.	Alludes to the inability to distinguish musical tones.		
	103400		too many balls in the air	too many commitments	With 3 kids, a job, and a sick husband, Andy just has too many balls in the air.	Alludes to juggling, where the object is keep multiple balls or other objects in the air.		
	103500		too many irons in the fire	too many commitments	I can’t take on another project. I’ve got too many irons in the fire already.	Alludes to blacksmithing, where an overly busy blacksmith might have too many pieces of iron heating up in the fire at once.		
	103600		tooth and nail	with every available weapon	They’ve been avoiding this conflict for too long, so now they’re going at it tooth and nail.	Alludes to biting and scratching in an all-out fight.		
**	103700		top banana					
	103800	the	top brass	highest authorities 	The top brass liked our idea after all, so now we have to get to work.	Alludes to the British military, where senior officers historically wore brass or gold insignia.		
	103900	a	top hand	highly competent person	Andy is a top hand. It would be great to have her on our project.	Alludes to ranching in the American west, where the phrase historically indicated a very capable cowboy. 		
**	104000		top notch	high quality				
	104100		touch all the bases	deal with all the details	Andy’s very detail oriented, so make sure you touch all the bases with your proposal.	Alludes to baseball, where a baserunner must touch every base that he or she passes.		
	104200		touch and go	of uncertain outcome	We weren’t at all sure she would pass her tests. It was definitely touch and go for a while.	Possibly alludes to the risk posed when two vessels make contact but avoid serious collision.		
	104300		touch base	check in	Please touch base with me before you leave for the weekend.	Alludes to baseball, where after a fly ball is caught a baserunner must touch base before running.		
	104400	a	track record	history	Andy has a very good track record in solving this exact type of problem.			
	104500		treading water	accomplishing nothing	We’re just treading water here, waiting on management to commit the resources we need.	Alludes to swimming, where the phrase indicates maintaining one’s position in deep water with circular hand motions. 		
	104600	a	trial balloon	a preliminary proposal	I sent up a trial balloon with this concept and I didn’t detect much enthusiasm.	Alludes to the practice of launching balloons, usually with instruments attached, to determine weather conditions.		
	104700		tried and true (or tried-and-true)	proven	This is a tried-and-true technique. I’ve never known it to fail.			
	104800		trim (or clip) (one’s) wings	place limits on (one)	Andy was getting too careless on his own. We had to clip his wings.	Alludes to clipping a bird’s wings to prevent it from flying.		
	104900		true colors	real motivations	I thought Andy was on our side, but we’re seeing his true colors now.	Alludes to the historical practice of warships or pirate ships flying a false flag to misidentify themselves and then hoisting their true flag once the deception has been effective.	[ { "id": "88900", "text": "show (or fly) false colors" } ]	
	105000		turn a blind eye	willfully ignore	The teacher always turns a blind eye to Andy’s misbehavior.	Alludes to the action of the British Admiral Nelson in the Battle of the Nile, where he intentionally ignored a signal to withdraw by placing his telescope to his blind eye.		
	105100		turn into a pumpkin	become useless	I generally turn into a pumpkin after 9pm.	Alludes to one version of the fairy tale \		
**	105200		turn tail					
	105300		turn the other cheek	accept further abuse	He’s insulted me too often. I can no longer turn the other cheek.	Alludes to the Biblical story (<b><i>Luke 6:29</i></b>) in which Jesus urges his followers to love their enemies and, when struck on one cheek, turn the other and allow it to be struck.		
	105400		twisting in the wind	abandoned	Andy’s so-called friends left her twisting in the wind when it was time to take responsibility.	Alludes to the corpse of a hanged person left dangling and twisting in the open air as a warning to others.		Implies abandonment by supposed allies.
	105500	(one’s)	two cents worth	opinion	I put in my two cents worth, but no one wanted my advice. 	Alludes to a similar British phrase of unclear origin that uses \		
GroupU
	105600		under (one’s) wing	under (one’s) mentoring	Andy likes to take new employees under her wing and help them get adjusted.	Alludes to a chicken or other fowl keeping her chicks under her wing for protection.		
	105700		under the gun	under severe pressure	They’ve just shortened our deadline! Now we’re really under the gun.			
	105800		under the hood	into the details	Andy really likes to get under the hood. You can expect her to check every detail.	Alludes to repairing automobiles, where the phrase indicates to work on the basic mechanisms and parts of the engine. 		
	105900		under the radar	with a low profile	Andy often operates under the radar until she’s sure of her results.	Alludes to flying a spy or war plane so low that it cannot be detected by radar.		
	106000		under the table	secretively	They’ve been paying their workers in cash and under the table.	Alludes to money being passed secretively and out of sight, as in a bribe. 		Can imply illegality as well as secrecy.
	106100		under the table	completely drunk		Obviously alludes to the fact that a completely drunk person is likely to end up on the floor.		
**	106200		under the weather	sick		Possibly alludes to the perceived influence of weather on one’s health.		
**	106300		under the weather	suffering from overdrinking		By extension, alludes to the phrase being used to signify that someone is sick.		
**	106400		under water					
	106500		until the cows come home	for a long time	You can argue until the cows come home, but you won’t change her mind.	Probably alludes to bringing the milk cows in late in the afternoon in preparation for milking them the following morning.		
	106600		up (or raise) the ante	increase the significance	The government’s involvement in this case certainly ups the ante. 	Alludes to gambling games, where the ante is the amount one must pay up front to play the game.		
	106700		up to scratch	ready to perform	I’m definitely not up to scratch today after being sick all week.	Alludes to boxing, where historically a boxer indicated readiness by stepping up to a line scratched in the dirt.		
	106800		up to snuff	ready to perform	I’m definitely not up to snuff today after being sick all week.	Possibly alludes to the effect of snuff in making someone more alert and awake.		
	106900	the	upper crust	the upper class	I had no idea that Andy’s friends were so upper crust.	Alludes to the preferred crust of a pie or load of bread.		
	107000		upset the applecart	cause trouble	I don’t want to upset the applecart, but you’re missing some important information.			
	107100	the	usual suspects	the people who are usually involved	I thought there might be some new faces at lunch, but it was just the usual suspects.	Of unknown origin, but famously used in the final scenes of the 1942 film <b><i>Casablanca</i></b>. 		
GroupV
	107200		voted off the island	rejected	Why do I feel like I’ve been voted off the island? Did I offend someone?	Alludes to the reality television show <b><i>Survivor</i></b> that was set in an isolated location, often an island, and in which individuals are eliminated from the competition by being voted out by other competitors.		
GroupW
	107300		waiting for the other shoe to drop	waiting for the bad news	So far it seems like all good news, but we keep waiting for the other shoe to drop.	Alludes to waiting for one’s neighbor in the apartment above to remove and drop their second shoe after the first has been removed and dropped on the floor.		Implies that good news has already been received.
	107400		waiting in the wings	waiting for an opportunity	Andy’s been waiting in the wings for too long and she’s getting impatient.	Alludes to the offstage area of a theater (the \		
	107500		wake a sleeping giant	rouse a powerful force from inactivity	Please don’t make Andy angry. You’d be waking a sleeping giant.	Possibly alludes to the fairy tale \		
	107600	a	wake-up call	a warning	Getting that low grade was a real wake-up call for me.	Alludes to the service commonly available in hotels of calling a room at a requested time to wake up the guests.		
	107700	a	walk in the park	easy task	What a walk in the park that test was!			
